method,bayes_correct,hardest_alternative,likelihood_information_insufficient,mean_pairwise_jsd,posterior_true_mode,predictive_log_likelihood_margin,run_id,scenario_id,schema_version,seed,sg_level,switch_time_s,true_mode,window_s
P_old,False,unavailable,True,0.030834739375695953,0.025388966780046384,-3.6474033673462714,phase-b1::final::sg-A::S2_sluggish_switch_050::P_old::seed-003021,S2_sluggish_switch_050,d5freq.phase_b1.compact_episode_audits.v1,3021,A,50.0,sluggish,5.0
P_old,False,unavailable,True,0.03868781056834436,0.0003866674285044087,-7.857558850060258,phase-b1::final::sg-A::S2_sluggish_switch_050::P_old::seed-003021,S2_sluggish_switch_050,d5freq.phase_b1.compact_episode_audits.v1,3021,A,50.0,sluggish,10.0
P_old,True,derated,False,0.25943876874683275,1.0,50.12613439846032,phase-b1::final::sg-A::S2_sluggish_switch_050::P_old::seed-003021,S2_sluggish_switch_050,d5freq.phase_b1.compact_episode_audits.v1,3021,A,50.0,sluggish,20.0
P_old,False,unavailable,True,0.03030462394291373,0.18636792122467916,-1.4489395045897666,phase-b1::final::sg-A::S2_sluggish_switch_050::P_old::seed-003022,S2_sluggish_switch_050,d5freq.phase_b1.compact_episode_audits.v1,3022,A,50.0,sluggish,2.0
P_old,False,unavailable,True,0.03316994534783295,0.022427549453012854,-3.7747813523527043,phase-b1::final::sg-A::S2_sluggish_switch_050::P_old::seed-003022,S2_sluggish_switch_050,d5freq.phase_b1.compact_episode_audits.v1,3022,A,50.0,sluggish,5.0
P_old,False,unavailable,True,0.03261393014274094,0.0006030521727524111,-7.412903608489188,phase-b1::final::sg-A::S2_sluggish_switch_050::P_old::seed-003022,S2_sluggish_switch_050,d5freq.phase_b1.compact_episode_audits.v1,3022,A,50.0,sluggish,10.0
P_old,True,derated,False,0.25874347580658685,1.0,49.80424817425114,phase-b1::final::sg-A::S2_sluggish_switch_050::P_old::seed-003022,S2_sluggish_switch_050,d5freq.phase_b1.compact_episode_audits.v1,3022,A,50.0,sluggish,20.0
P_old,False,unavailable,True,0.02998348440040613,0.15977933328823,-1.4469197878507103,phase-b1::final::sg-A::S2_sluggish_switch_050::P_old::seed-003023,S2_sluggish_switch_050,d5freq.phase_b1.compact_episode_audits.v1,3023,A,50.0,sluggish,2.0
P_old,False,unavailable,True,0.03164470669620177,0.024280924825587583,-3.693074633612653,phase-b1::final::sg-A::S2_sluggish_switch_050::P_old::seed-003023,S2_sluggish_switch_050,d5freq.phase_b1.compact_episode_audits.v1,3023,A,50.0,sluggish,5.0
P_old,False,unavailable,True,0.030873310704675576,0.0006722373298338685,-7.304216604983935,phase-b1::final::sg-A::S2_sluggish_switch_050::P_old::seed-003023,S2_sluggish_switch_050,d5freq.phase_b1.compact_episode_audits.v1,3023,A,50.0,sluggish,10.0
