point_id,period_s,sg_tension,load_magnitude_pu,power_spread_pu,ramp_spread_pu_per_s,delay_spread_s,noise_std_pu,soc,tie_loading_pu,objective,nominal_frequency_hz
B1_ADAPT_0134,4.0,high,0.0733024499680688,0.035,0.0196400591706013,1.252068529348752,0.002,0.3422271287114422,0.0078914394488256,resource_economy,50.0
B1_ADAPT_0135,2.0,low,0.0633545268261443,0.0,0.0097077274342043,0.4257383016761067,0.0016596250492962,0.5361958981826177,0.0256648272425986,resource_economy,50.0
B1_ADAPT_0136,2.0,medium,0.02863242353684,0.0209765986203165,0.026163505503422,0.8509377308806962,0.0013183264933128,0.4667219558888227,0.0377567107699847,regional_responsibility,50.0
B1_ADAPT_0137,4.0,medium,0.0649446148087719,0.0064153197824136,0.0027474680422447,0.3861721258977659,0.0016024953869655,0.7,0.0187338777262111,resource_economy,50.0
B1_ADAPT_0138,4.0,low,0.0605508990441113,0.0033363108764977,0.0213155036751733,0.7172852746644339,0.0005498707906608,0.4144766292350788,0.04,resource_economy,50.0
B1_ADAPT_0139,2.0,low,0.0717061211342692,0.0151409931473666,0.0083270785435642,0.5388320771447643,0.0015049225940322,0.4558610374255852,0.0305478308877459,resource_economy,50.0
B1_ADAPT_0140,2.0,low,0.075,0.017463232342781,0.0258822608007561,0.7128429472864009,0.0005713743404436,0.6557367096607853,0.04,resource_economy,50.0
B1_ADAPT_0141,4.0,medium,0.0698551954820354,0.0074225381097448,0.0280170773239814,0.3270304812672013,0.0011695007875064,0.3729937084871182,0.0229730475861409,resource_economy,50.0
B1_ADAPT_0142,2.0,low,0.0699242305026117,0.0,0.0149212975263986,0.4083078615027802,0.0016929533315079,0.5144152801476545,0.0384556697313269,resource_economy,50.0
B1_ADAPT_0143,4.0,high,0.075,0.0111949878548126,0.0,0.5254204126416926,0.000723679679927,0.494104884505373,0.0274381703759595,resource_economy,50.0
B1_ADAPT_0144,4.0,medium,0.075,0.0316086876317898,0.0007300953914081,1.3,0.0015239407502195,0.5336367554131161,0.0,resource_economy,50.0
B1_ADAPT_0145,4.0,high,0.0600263528630039,0.0289455481692546,0.033200618851118,0.8199742881516939,0.0018521624515589,0.3844706464096044,0.0090837149099659,resource_economy,50.0
B1_ADAPT_0146,2.0,medium,0.0254416562709008,0.0150451523272828,0.0190556243855543,1.0902308034184307,0.0012280345603138,0.4707511961596765,0.0210086055405148,regional_responsibility,50.0
B1_ADAPT_0147,4.0,medium,0.0744691520778739,0.0280333654750615,0.0302454900740164,0.3112410158539103,0.000758775328592,0.4190517496822636,0.023629029179781,resource_economy,50.0
B1_ADAPT_0148,2.0,medium,0.0157578047430657,0.0171993704316029,0.0126112188881762,1.012326593667922,0.001165759914253,0.4222288983803889,0.037745619913411,regional_responsibility,50.0
B1_ADAPT_0149,2.0,low,0.075,0.0160605787739632,0.0302768739519724,0.5494522660103773,0.0005743937983443,0.7,0.033237657470056,resource_economy,50.0
B1_ADAPT_0150,2.0,low,0.0640831423716382,0.0244907366126272,0.0303933056289991,0.920843400727214,0.0008291873744062,0.6946165312283594,0.04,resource_economy,50.0
B1_ADAPT_0151,4.0,low,0.0739913471039429,0.0084440527038968,0.0255201056585713,0.8063574026051002,0.0008857380528337,0.5470492038236774,0.0396677486629355,resource_economy,50.0
B1_ADAPT_0152,4.0,medium,0.0714655051720966,0.035,0.033306074205892,0.5228584694372307,0.0008275942554865,0.5603344101493591,0.0298839328371028,resource_economy,50.0
B1_ADAPT_0153,2.0,medium,0.0165344776659696,0.0075625062698246,0.0272798199799032,1.1747554725478129,0.0016426037539169,0.4188853852674506,0.0348607095154587,resource_economy,50.0
B1_ADAPT_0154,4.0,medium,0.0654167792359101,0.0113976502431496,0.0061669502223669,0.1139021355225219,0.0015732732019908,0.7,0.0288161753456381,resource_economy,50.0
B1_ADAPT_0155,4.0,medium,0.055279241319492,0.0,0.0049814211376252,1.1413607577967684,0.0006073111325557,0.548025545600875,0.0346328293546897,resource_economy,50.0
